"Participant","LQ_dominance_1","LQ_dominance_2","LQ_dominance_3","LQ_dominance_4","LQ_dominance_5","LQ_acquisition_1","LQ_acquisition_2","LQ_acquisition_3","LQ_acquisition_4","LQ_acquisition_5","LQ_exp_lang_1","LQ_exp_lang_2","LQ_exp_lang_3","LQ_exp_lang_4","LQ_exp_lang_5","LQ_pcibex_log_exp_pct_1","LQ_pcibex_log_exp_pct_2","LQ_pcibex_log_exp_pct_3","LQ_pcibex_log_exp_pct_4","LQ_pcibex_log_exp_pct_5","LQ_read_lang_1","LQ_read_lang_2","LQ_read_lang_3","LQ_read_lang_4","LQ_read_lang_5","LQ_pcibex_log_read_pct_1","LQ_pcibex_log_read_pct_2","LQ_pcibex_log_read_pct_3","LQ_pcibex_log_read_pct_4","LQ_pcibex_log_read_pct_5","LQ_speak_lang_1","LQ_speak_lang_2","LQ_speak_lang_3","LQ_speak_lang_4","LQ_speak_lang_5","LQ_pcibex_log_speak_pct_1","LQ_pcibex_log_speak_pct_2","LQ_pcibex_log_speak_pct_3","LQ_pcibex_log_speak_pct_4","LQ_pcibex_log_speak_pct_5","LQ_culture_1","LQ_pcibex_log_culture_rating_1","LQ_culture_2","LQ_pcibex_log_culture_rating_2","LQ_culture_3","LQ_pcibex_log_culture_rating_3","LQ_culture_4","LQ_pcibex_log_culture_rating_4","LQ_culture_5","LQ_pcibex_log_culture_rating_5","LQ_pcibex_log_formal_education_years","LQ_edu_other_text","LQ_current_residence_country","LQ_immigration_country_1","LQ_pcibex_log_immigration_time_1","LQ_immigration_country_2","LQ_pcibex_log_immigration_time_2","LQ_immigration_country_3","LQ_pcibex_log_immigration_time_3","LQ_pcibex_log_eng_age_began_acquiring","LQ_pcibex_log_eng_age_became_fluent","LQ_pcibex_log_eng_age_began_reading","LQ_pcibex_log_eng_age_became_fluent_reading","LQ_pcibex_log_eng_country_years","LQ_pcibex_log_eng_country_months","LQ_pcibex_log_eng_family_years","LQ_pcibex_log_eng_family_months","LQ_pcibex_log_eng_schoolwork_years","LQ_pcibex_log_eng_schoolwork_months","LQ_pcibex_log_eng_proficiency_speaking","LQ_pcibex_log_eng_proficiency_understanding","LQ_pcibex_log_eng_proficiency_reading","LQ_pcibex_log_eng_learning_friends","LQ_pcibex_log_eng_learning_self","LQ_pcibex_log_eng_learning_family","LQ_pcibex_log_eng_learning_tv","LQ_pcibex_log_eng_learning_reading","LQ_pcibex_log_eng_learning_radio","LQ_pcibex_log_eng_exposure_friends","LQ_pcibex_log_eng_exposure_radio_music","LQ_pcibex_log_eng_exposure_family","LQ_pcibex_log_eng_exposure_reading","LQ_pcibex_log_eng_exposure_tv","LQ_pcibex_log_eng_exposure_lab_self","LQ_pcibex_log_eng_foreign_accent","LQ_pcibex_log_eng_identified_non_native","LQ_pcibex_log_ita_age_began_acquiring","LQ_pcibex_log_ita_age_became_fluent","LQ_pcibex_log_ita_age_began_reading","LQ_pcibex_log_ita_age_became_fluent_reading","LQ_pcibex_log_ita_country_years","LQ_pcibex_log_ita_country_months","LQ_pcibex_log_ita_family_years","LQ_pcibex_log_ita_family_months","LQ_pcibex_log_ita_schoolwork_years","LQ_pcibex_log_ita_schoolwork_months","LQ_pcibex_log_ita_proficiency_speaking","LQ_pcibex_log_ita_proficiency_understanding","LQ_pcibex_log_ita_proficiency_reading","LQ_pcibex_log_ita_learning_friends","LQ_pcibex_log_ita_learning_self","LQ_pcibex_log_ita_learning_family","LQ_pcibex_log_ita_learning_tv","LQ_pcibex_log_ita_learning_reading","LQ_pcibex_log_ita_learning_radio","LQ_pcibex_log_ita_exposure_friends","LQ_pcibex_log_ita_exposure_radio_music","LQ_pcibex_log_ita_exposure_family","LQ_pcibex_log_ita_exposure_reading","LQ_pcibex_log_ita_exposure_tv","LQ_pcibex_log_ita_exposure_lab_self","LQ_pcibex_log_ita_foreign_accent","LQ_pcibex_log_ita_identified_non_native","LQ_disability_explanation","LQ_disability_options_vision","LQ_disability_options_hearing","LQ_disability_options_lang","LQ_disability_options_learn","LQ_disability_options","LQ_education_level"
136,"English","Italian","French","Spanish","Dutch","English","Italian","French","Spanish","Dutch","English","Italian","French","Spanish ","Dutch","65","35","0","0","0","English","Italian","French","Spanish","Dutch","87","10","1","1","1","English","Italian","French","Spanish","Dutch","70","20","5","3","2","English Canadian Culture","9","","","","","","","","","16","","Canada","","","","","","","1","5","7","12","32","10","32","10","16","8","10","9","10","8","8","9","9","10","10","9","9","10","8","10","9","0","0","1","6","7","11","32","10","32","10","8","9","8","10","10","9","10","8","10","8","8","10","8","10","8","9","8","3","5","","unchecked","unchecked","unchecked","unchecked","checked","Masters"
10,"Chinese","English","","","","Chinese","English","","","","English","Chinese","none","none","none","80","20","0","0","0","Chinese","English","none","none","none","50","50","0","0","0","Chinese","English","none","none","none","70","30","0","0","0","Chinese","9","English","5","","","","","","","15","","UK","London","3","","","","","7","17","8","14","3","0","0","0","3","0","6","7","7","9","8","4","9","8","8","7","10","3","9","9","8","8","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","unchecked","unchecked","unchecked","unchecked","checked","Some Graduate School"
77,"English","Spanish","Italian","French","German","English","Italian","German","French","Spanish","English","Italian","Spanish","French","German","70","10","10","5","5","English","Spanish","Italian","French","German","30","30","20","15","5","Spanish","German","Italian","French","English","35","25","25","15","0","Scottish","10","British","3","","","","","","","5","","Scotland","","","","","","","0","4","6","8","35","3","35","3","30","0","10","10","10","10","0","10","10","10","6","10","10","10","10","10","0","0","0","21","29","22","28","0","1","0","0","1","2","6","7","9","8","7","0","9","10","10","3","10","0","10","6","0","6","10","ADHD and Dyspraxia%0A%0ATicked None also because survey is broken and says Select at least one even though Learning disability is ticked.","unchecked","unchecked","unchecked","checked","checked","College"
12,"English","French ","Italian","","","English","French","Italian","","","English","French","Italian","","","85","9","6","","","Italian","English","","","","50","50","","","","Italian","French ","English","","","10","5","85","","","Black","10","","","","","","","","","15","","Canada","Canada","2","","","","","0","1","1","1","30","0","30","0","15","0","10","10","10","10","0","10","5","10","5","10","9","10","10","7","0","5","5","31","32","32","32","0","0","0","0","0","0","5","5","5","1","10","0","2","3","0","0","0","0","4","0","10","3","7","","unchecked","unchecked","unchecked","unchecked","checked","College"
72,"English","Russian","","","","Russian","English","","","","Russian","English","","","","40","60","","","","English","Russian","","","","100","0","","","","English","Russian","","","","90","10","","","","US-American","9","Eastern European","7","","","","","","","12","","Canada","","","","","","","2","4","2","4","25","0","25","0","22","0","10","10","10","10","9","3","10","8","9","10","10","1","10","10","10","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","unchecked","unchecked","unchecked","unchecked","checked","College"
162,"English","Hausa","Yoruba","French","none","English","","","","","English","English","English","English","English","20","10","20","30","20","English","English","English","English","English","20","10","20","30","20","English","English","English","English","English","20","10","20","30","20","Canadian","10","Nigerian","0","USA","0","United Kingdom","0","Nigeria","0","7","","Canada","Nigeria","38","Canada","2","Canada","1","3","5","4","5","40","1","40","1","10","1","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0","0","2","1","2","2","2","4","1","1","1","1","1","0","3","2","0","2","1","0","1","4","6","0","0","I dont have any and have never had any.","unchecked","unchecked","unchecked","unchecked","checked","Masters"
74,"English","Spanish","","","","English ","Spanish","","","","English","Spanish","","","","90","10","","","","English","Spanish","","","","90","10","","","","English","Spanish","","","","99","1","","","","Latino ","10","","","","","","","","","9","","Canada","Canada","25","","","","","2","15","5","12","30","0","25","0","20","0","8","9","9","9","2","8","9","9","9","9","10","10","8","10","5","0","4","0","0","0","0","0","1","0","1","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","Yes hearing and seeing  as well as having ADHD it was very difficult to learn in school.","checked","checked","checked","checked","checked","College"
153,"English","Tagalog","","","","English","Tagalog","","","","English","Tagalog","","","","90","10","","","","English","Tagalog","","","","100","0","","","","English","Tagalog","","","","100","0","","","","Canadian","7","Filipino","3","","","","","","","20","","Canada","Philippines","12","Canada","14","","","1","1","1","1","26","0","26","0","20","0","10","10","10","10","4","10","10","10","5","10","10","10","10","10","10","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10","Glasses and contact lenses","checked","unchecked","unchecked","unchecked","checked","Masters"
116,"english","","","","","english","","","","","English","","","","","100","","","","","English","","","","","100","","","","","English","","","","","100","","","","","Us-American","10","","","","","","","","","20","","canada","","","","","","","2","5","4","4","32","0","32","0","30","0","10","10","10","10","6","10","10","10","10","10","10","10","10","10","10","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","2","1","0","0","3","0","1","5","0","10","0","","unchecked","unchecked","unchecked","unchecked","checked","Some Graduate School"
161,"English","Igala","Yoruba","French","Pidgin","Igala","English","Pidgin","Yoruba","French","igala","english","pidgin","yoruba","french","30","50","10","7","3","english","igala","pidgin","yoruba","french","80","7","5","5","3","english","igala","yoruba","pidgin","french","80","10","5","5","0","Uk ","10","","","","","","","","","9","","United Kingdom","","","","","","","1","12","4","15","32","0","32","0","32","0","10","10","10","10","0","10","5","5","5","10","5","10","10","10","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","10","0","0","0","2","0","0","10","0","10","10","","unchecked","unchecked","unchecked","unchecked","checked","Masters"
102,"English","French","Italian","Spanish","","English","Italian","French","Spanish","","English","French","Italian","Spanish","N/A","75","15","5","5","0","English","French","Italian","Spanish","","90","4","3","3","","English","French","Italian","Spanish","","80","10","7","3","","Italian Canadian","10","","","","","","","","","4","","Canada","","","","","","","0","4","4","6","28","2","28","2","28","2","10","10","10","5","5","10","10","10","10","10","10","10","10","10","0","0","0","4","10","10","13","0","0","28","1","5","1","4","8","3","0","3","10","2","1","2","0","0","5","1","0","1","8","8","","unchecked","unchecked","unchecked","unchecked","checked","Professional Training"
204,"English","Polish","Arabic","x","x","English","Polish","Arabic","x","x","English","Polish","Arabic","","","75","20","5","","","English","Polish","Arabic","","","100","0","0","","","English","Polish","Arabic","","","90","5","5","","","British","10","Polish","5","Indian","5","Arabic","7","","","5","","Canada","UAE","19","","","","","1","2","1","2","29","0","29","0","29","0","10","10","10","10","0","10","5","5","5","10","10","10","10","10","10","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","","unchecked","unchecked","unchecked","unchecked","checked","Some Graduate School"
99,"Italian","English","","","","Italian ","English ","","","","Italian ","English ","","","","40","60","","","","Italian","English","","","","50","50","","","","Italian ","English","","","","50","50","","","","Italian-British ","8","Italian-catholic ","10","","","","","","","10","","United Kingdom ","","","","","","","4","4","4","4","25","0","25","0","25","0","10","10","10","10","0","10","10","10","6","10","10","5","10","10","0","2","2","4","4","4","4","3","0","25","0","3","0","8","8","8","5","9","10","5","5","5","5","8","10","5","5","10","8","10","","unchecked","unchecked","unchecked","unchecked","checked","Masters"
82,"English ","French","Italian","","","English","French","Italian","","","English","French","Italian","","","95","4","1","","","English","French","Italian","","","80","15","5","","","English","French","Italian","","","85","12","3","","","UK - British","8","France - French","2","","","","","","","19","BA + PGCE","United Kingdom","Italy","4","","","","","1","1","4","5","56","0","60","0","56","0","10","10","10","6","0","3","1","1","0","8","2","8","2","1","0","0","0","10","14","13","13","4","0","0","0","4","0","5","8","7","9","1","0","0","1","1","0","0","0","1","0","0","8","10","","unchecked","unchecked","unchecked","unchecked","checked","Some Graduate School"
196,"English","Italian","French","","","English","Italian","French","","","English","Italian","French","","","80","15","5","","","English","Italian","French","","","85","10","5","","","English","Italian","French","","","70","20","10","","","English","9","Italian","8","French","7","","","","","15","","UK","","","","","","","1","2","5","6","50","1","50","1","50","1","10","10","10","10","9","10","10","10","10","10","10","10","10","10","5","0","0","5","25","20","25","3","5","1","0","0","0","8","8","8","8","8","7","8","8","8","4","1","0","1","0","7","6","5","","unchecked","unchecked","unchecked","unchecked","checked","Some Graduate School"
113,"English","","","","","English","","","","","English","","","","","100","","","","","English","","","","","100","","","","","English","","","","","100","","","","","British","10","","","","","","","","","16","","United Kingdom","United Kingdom","7","","","","","3","7","7","7","32","0","32","0","14","0","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","unchecked","unchecked","unchecked","unchecked","checked","Masters"
192,"English","French ","Italian","","","English","French","Italian","","","English","French","Italian","","","60","20","20","","","English ","French","Italian","","","60","20","20","","","English","French","Italian","","","80","10","10","","","Black African","10","","","","","","","","","25","","United Kingdom","","","","","","","1","2","4","7","32","3","32","3","25","3","10","10","10","10","10","10","10","10","5","10","6","9","10","8","9","9","8","18","22","22","24","1","1","0","5","1","2","6","6","6","7","7","5","8","8","2","6","4","5","8","8","7","3","4","","unchecked","unchecked","unchecked","unchecked","checked","Masters"
207,"English ","Italian","","","","English ","Italian","","","","90","10","0","0","0","90","10","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","US-American","10","","","","","","","","","16","","United States","Italy","2","","","","","1","5","5","08","22","0","22","0","22","0","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","10","10","10","20","2","0","2","0","2","0","6","8","10","10","7","9","10","10","10","10","10","5","10","10","10","6","9","I have bad vision%2C I wear contacts and glasses.","checked","unchecked","unchecked","unchecked","checked","College"
7,"English","Italian","Spanish","","","English","Spanish","Italian","","","English","Spanish","Italian","","","90","5","5","","","English","Spanish","Italian","","","100","0","0","","","English","Spanish","Italian","","","80","10","10","","","US-American ","10","Mexican Spanish","0","","","","","","","18","","USA","","","","","","","1","1","4","4","50","0","50","0","40","0","10","10","10","10","0","10","10","10","2","10","10","10","10","10","0","0","0","27","30","29","32","4","6","1","0","3","0","8","9","7","10","8","8","10","6","4","0","7","0","4","0","0","6","7","","unchecked","unchecked","unchecked","unchecked","checked","College"
25,"English","Spanish","Italian","","","Spanish","English","Italian","","","English","Spanish","Italian","","","50","45","5","","","English","Spanish","Italian","","","80","10","10","","","English","Spanish","Italian","N/A","N/A","50","40","10","0","0","US-American","6","Mexican","8","Italian","5","","","","","9","","USA","","","","","","","4","8","5","6","29","0","23","0","12","0","10","10","10","10","3","8","9","7","9","7","9","5","9","9","4","1","1","15","19","15","17","0","0","0","0","0","0","3","5","6","0","4","0","5","6","0","0","2","0","4","4","2","7","7","","unchecked","unchecked","unchecked","unchecked","checked","High School"
62,"italian","english","","","","english","italian","","","","english","italian","","","","40","60","","","","english","italian","","","","60","40","","","","english","italian","","","","20","80","","","","english","6","italian","7","","","","","","","13","","UK","italy","10","","","","","1","3","4","4","18","2","28","5","18","4","10","10","10","8","8","8","10","6","7","8","9","7","7","8","4","0","0","2","5","6","6","10","0","28","5","8","7","10","10","10","6","4","8","8","8","4","6","4","8","8","8","2","2","2","","unchecked","unchecked","unchecked","unchecked","checked","Professional Training"
172,"English","Italian","French","German","","English","French","German","Italian","","English","","","","","100","","","","","English","Italian","French","","","50","30","20","","","Italian","","","","","100","","","","","British","10","","","","","","","","","17","","UK","Italy","2","Belgium","1","France","1","0","1","4","4","45","0","45","0","30","0","10","10","10","10","0","10","0","0","0","10","10","10","10","10","0","0","0","18","25","18","19","2","0","0","6","2","0","7","8","9","8","5","0","3","7","6","0","0","0","1","0","0","5","5","","unchecked","unchecked","unchecked","unchecked","checked","Masters"
180,"English ","Italian","","","","English ","Italian ","","","","English ","Italian","","","","65","35","","","","English ","Italian","","","","100","0","","","","English ","Italian","","","","70","30","","","","English ","10","Italian ","8","","","","","","","18","","UK","","","","","","","1","3","2","3","29","11","29","11","29","11","10","10","10","5","5","10","9","9","9","10","10","10","10","10","0","0","0","0","3","2","3","4","7","29","11","2","0","8","8","6","0","0","10","5","4","2","2","5","10","5","6","3","4","4","","unchecked","unchecked","unchecked","unchecked","checked","Some Graduate School"
79,"English","Italian","Spanish","Korean","Mandarin Chinese","Italian","English","Spanish","Korean","Mandarin Chinese","English","Italian","Spanish","Korean","Chinese","60","15","5","10","10","English","Italian","Spanish","Korean","Chinese","49","49","0","2","0","English","Italian","Spanish","Korean","Chinese","20","70","0","5","5","US-American","1","Italian","10","","","","","","","18","","United States","England","1","Italy","5","","","3","4","5","5","45","0","20","0","27","0","10","10","10","9","0","5","8","2","0","10","10","5","9","9","0","0","0","0","2","3","4","7","0","30","0","3","0","10","10","10","8","0","10","8","5","2","4","5","6","8","7","0","0","0","","unchecked","unchecked","unchecked","unchecked","checked","Some Graduate School"
154,"English ","Italian","","","","Italian","English","","","","English","Italian","","","","80","20","","","","English","Italian","","","","90","10","","","","English","Italian","","","","50","50","","","","US American","10","Italian","10","","","","","","","12","","United States","","","","","","","5","6","6","7","54","5","54","5","54","5","10","10","10","9","1","9","10","10","9","10","10","9","10","10","2","0","0","1","1","3","5","0","0","50","0","0","0","10","10","7","10","0","10","2","3","0","0","5","2","5","1","0","0","0","","unchecked","unchecked","unchecked","unchecked","checked","High School"
35,"English","Italian","Spanish","","","English","Spanish","Italian","","","English","Italian","Spanish","n/a","n/a","75","15","10","0","0","English","Spanish","Italian","","","85","10","5","","","English","Italian","Spanish","","","90","10","0","","","US-American","6","Italian-American","9","Italian","4","","","","","17","Professional Certifications","United States","Spain","1","","","","","1","4","6","8","36","0","18","0","18","0","10","10","10","10","3","10","4","5","2","10","10","10","10","10","10","0","0","5","26","26","29","1","0","18","0","0","0","4","6","5","3","8","5","1","3","0","0","0","3","5","0","8","7","8","","unchecked","unchecked","unchecked","unchecked","checked","College"
212,"Italian","English","","","","Italian","English","","","","English","Italian","","","","90","10","","","","English","Italian","","","","50","50","","","","English","Italian","","","","1","99","","","","Italian","10","Australian","10","","","","","","","20","","Australia","Australia","27","","","","","8","25","16","25","26","0","26","0","4","0","10","10","10","10","10","0","10","10","10","10","10","10","10","10","0","9","9","2","2","5","10","24","0","24","0","13","0","10","10","10","10","0","10","10","10","10","5","8","8","3","1","0","0","9","","unchecked","unchecked","unchecked","unchecked","checked","Masters"
61,"English ","Italian ","Romanian ","","","Romanian ","English ","Italian ","","","English ","Italian ","Romanian ","","","95","1","4","","","English ","Italian ","Romanian ","","","95","1","4","","","English ","Italian ","Romanian ","","","95","1","4","","","European ","10","","","","","","","","","12","","United Kingdom","United Kingdom","","","","","","7","22","8","16","10","0","7","0","3","0","10","10","10","9","7","5","8","7","7","7","4","7","6","9","5","6","5","22","22","22","22","4","0","1","0","1","0","10","10","10","8","6","6","5","7","8","8","8","8","5","7","9","9","10","","unchecked","unchecked","unchecked","unchecked","checked","High School"
107,"English","Italian","Spanish","","","English","Spanish","Italian","","","English","Spanish","Italian","","","90","5","5","","","English","Spanish","Italian","","","90","0","10","","","English","Spanish","Italian","","","90","2","8","","","Asian-American","10","","","","","","","","","4","","United States","Japan","3","Philippines","1","","","0","5","4","5","19","5","23","5","18","0","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","20","22","22","22","0","0","0","0","2","5","3","9","10","5","10","0","5","10","5","10","7","0","10","0","10","5","10","N/A","unchecked","unchecked","unchecked","unchecked","checked","College"
195,"English","Italian","French","","","Italian","English","French","","","English","Italian","French","","","90","9","1","","","English","Italian","French","","","95","4","1","","","English","Italian","French","","","50","50","0","","","Canadian","10","Italian","8","","","","","","","18","","Canada","","","","","","","2","10","5","15","35","0","35","0","28","0","10","10","10","6","0","3","3","10","2","10","7","3","10","10","0","1","1","2","18","8","15","0","0","35","0","0","0","5","8","8","0","0","10","3","8","0","0","0","10","8","3","0","9","9","","unchecked","unchecked","unchecked","unchecked","checked","Ph.D./M.D./J.D."
92,"English","Italian ","","","","English ","Italian","","","","English","Italian ","","","","80","20","","","","English ","Italian ","","","","90","10","","","","Italian ","English","","","","50","50","","","","White British","5","Agnostic religion ","7","","","","","","","17","","England","","","","","","","5","10","5","8","36","0","36","0","31","0","10","10","9","7","6","9","8","10","6","10","3","10","10","5","4","0","0","30","36","36","36","2","0","7","0","0","0","7","6","7","10","10","10","5","6","0","10","2","10","10","5","10","5","8","","unchecked","unchecked","unchecked","unchecked","checked","College"
109,"English","Italian","Spanish","","","English","Italian","Spanish","","","English","Italian","Spanish","","","75","10","15","","","English","Italian","Spanish","","","60","40","0","","","English","Italian","Spanish","","","40","60","0","","","US-American","7","Italian","8","","","","","","","18","","Usa","","","","","","","0","0","5","0","56","0","56","0","51","0","10","10","10","8","0","10","8","7","4","9","9","9","9","10","0","0","0","0","0","6","0","0","0","56","0","0","0","10","10","10","8","8","10","6","7","0","7","3","10","5","3","6","0","0","","unchecked","unchecked","unchecked","unchecked","checked","Masters"
170,"English","Romanian","Italian ","French","","English","Romanian","French","Italian","","English","Romanian","French","Italian","","70","5","15","10","","English","","","","","100","","","","","English","Italian","","","","75","25","","","","Canadian","10","Romanian","3","","","","","","","20","","Canada","Romania","6","","","","","0","2","3","14","40","0","47","0","41","0","10","10","10","10","0","10","10","10","6","10","10","10","10","10","10","0","0","18","25","18","25","1","0","1","0","4","0","8","9","6","10","8","1","8","2","10","6","10","0","1","1","8","7","8","","unchecked","unchecked","unchecked","unchecked","checked","Some Graduate School"
98,"English","Italian","French","Spanish","German","English","Italian","French","German","Spanish","English","","","","","100","","","","","English","Italian","French","","","90","7","3","","","English","Italian","","","","95","5","","","","US-American","8","Jewish","8","British","2","","","","","12","","USA","","","","","","","0","2","2","3","34","11","34","11","34","11","10","10","10","2","0","10","2","6","0","10","7","10","10","7","0","0","0","13","17","15","17","0","1","0","0","0","0","6","8","9","0","10","0","1","7","0","0","3","0","4","1","1","8","10","","unchecked","unchecked","unchecked","unchecked","checked","College"
48,"English ","Maltese ","Italian ","French ","German ","English ","Maltese ","Italian ","French ","German ","English ","Maltese ","Italian ","French ","German ","50","20","10","10","10","English ","Maltese ","Italian ","French ","German ","60","10","10","10","10","English ","Maltese ","Italian ","French ","German ","50","20","10","10","10","European ","10","","","","","","","","","24","","Uk","","","","","","","5","5","5","10","24","0","24","0","24","0","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","2","2","10","20","18","18","0","0","0","0","12","0","6","8","8","0","5","0","8","8","4","0","0","0","0","8","8","7","10","","unchecked","unchecked","unchecked","unchecked","checked","Professional Training"
83,"English ","Italian ","Spanish","","","English","Italian","Spanish","","","English","Spanish","Italian ","","","75","15","10","","","English","","","","","100","","","","","English","","","","","100","","","","","American","10","","","","","","","","","18","","United States","","","","","","","0","3","5","7","45","0","45","0","18","0","10","10","10","9","9","9","9","9","9","9","9","9","9","9","9","10","0","0","7","9","15","0","0","25","0","0","0","5","5","2","0","0","0","0","0","0","0","0","9","1","0","0","0","0","","unchecked","unchecked","unchecked","unchecked","checked","Professional Training"
19,"English ","Italian","French","","","Italian","English","French","","","French","English","Italian","","","35","40","25","","","English","French","Italian","","","50","29","21","","","English","French","Italian","","","35","25","40","","","Canadian","9","Italian","7","","","","","","","15","","Canada","","","","","","","5","18","6","18","60","0","40","0","55","0","10","10","10","10","4","10","10","9","7","7","8","8","9","9","1","0","0","1","25","8","30","0","0","60","0","0","0","8","7","7","5","5","10","3","3","0","5","0","9","3","3","6","1","3","","unchecked","unchecked","unchecked","unchecked","checked","College"
76,"English","French","Arabic","Spanish","Italian","English","French","Arabic","Italian","Spanish","English","French","Arabic","Spanish","Italian","80","10","5","3","2","English","French","Arabic","Spanish","Italian","60","20","10","5","5","English","French","Arabic","Spanish","Italian","25","25","25","15","10","American","4","Arab ","4","West African","2","","","","","0","","United States","Egypt","7","Jordan","7","W. Africa","6","1","1","5","6","24","0","54","0","54","0","10","10","10","10","10","10","10","10","10","8","8","7","8","8","0","0","1","50","51","51","51","0","0","0","0","5","0","4","4","6","8","9","0","3","4","3","3","3","0","2","3","7","9","10","","unchecked","unchecked","unchecked","unchecked","checked","Masters"
87,"English","Italian","Spanish","French","","English","Italian","Spanish","French","","English","Italian","Spanish","French","None","50","35","10","5","0","English","Italian","Spanish","French","","30","30","20","20","","English","Italian","Spanish","French","","30","30","20","20","","European","10","British","5","","","","","","","15","","United Kingdom","","","","","","","1","1","4","4","43","0","43","0","43","0","10","10","10","10","0","10","10","10","10","10","10","10","10","10","0","0","0","11","18","11","18","32","0","32","0","22","0","9","9","9","10","6","10","5","8","9","10","10","10","3","4","0","7","5","","unchecked","unchecked","unchecked","unchecked","checked","College"
163,"English","Italian","French","","","English","Italian","French","","","English","Italian","French","","","40","40","20","","","English","Italian","French","","","30","40","30","","","English","Italian","French","","","40","40","20","","","British","10","Italian","7","French","7","Christian","10","","","18","","United Kingdom","Italy","14","France","7","United States","7","0","3","2","4","10","1","30","1","18","1","10","10","10","7","0","10","7","7","7","5","7","0","5","5","0","0","0","0","3","2","4","14","1","30","1","15","1","10","10","10","10","7","7","10","10","10","7","7","0","7","7","3","1","0","Autism and ADHD","unchecked","unchecked","unchecked","checked","checked","College"
